Metric,overall,age_priv,age_dis,Model_Seed,Model_Name,Model_Params,Run_Number
Mean,0.9329537768107049,0.8628990627484147,0.938478644215984,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
Std,0.004272310728410423,0.008346297482648054,0.003951015624586095,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
IQR,0.005056731204293889,0.008843174381117055,0.004758113234474303,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
Entropy,0.0,0.0,0.0,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
Jitter,6.277551020408216e-05,0.00016415868673050636,5.477992254189354e-05,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
Per_Sample_Accuracy,0.929386,0.8591244870041039,0.9349271766102061,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
Label_Stability,0.9999319999999999,0.9998358413132696,0.999939583558097,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
TPR,0.008547008547008548,0.030612244897959183,0.004966887417218543,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
TNR,0.99892449989245,0.9873617693522907,0.9997691863819965,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
PPV,0.375,0.2727272727272727,0.6,100,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 50, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 100, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_1
